CellPhone,EyeColor,ColorBlind,Gender,HairColor,HairLength,Wet,Lather,Rinse,YearinSchool,Age,BirthWeight(oz),Height(in),IdealHeight,IdealEyeColor,IdealHairColor,CreditHours,SchoolWork,OffCampusWork,OnCampusWork,FromIowa?,FromUS?,States,Countries,Living
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,130,63,75,No preference,No Preference,17,30,None,None,Yes,Yes,8,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,,67,72,Hazel/Green,No Preference,18,10,None,1 - 10 hours,No,Yes,9,0,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,21,131,72,60,Blue,Blond,17,20,11 - 20 hours,None,Yes,Yes,23,2,Fraternity/Sorority housing
I own a cell phone that is not a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Senior,21,131,63,70,No preference,No Preference,20,7,None,11 - 20 hours,Yes,Yes,25,11,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,131,65,70,Brown,Brown,14,8,1 - 10 hours,None,No,Yes,20,4,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,131,67,64,Blue,Red,16,12,None,None,No,Yes,14,2,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,131,73,66,Blue,Brown,16,4,11 - 20 hours,None,Yes,Yes,17,5,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Away from the shower,Junior,20,131,75,68,Blue,Brown,14,8,None,None,Yes,Yes,16,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,131,66,69,Blue,Blond,18,15,None,1 - 10 hours,Yes,Yes,16,8,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,131,66,74,No preference,No Preference,17,15,11 - 20 hours,None,Yes,Yes,11,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Other,Away from the shower,Away from the shower,Junior,19,131,71,75,Blue,Brown,15,9,None,None,Yes,Yes,10,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,132,66,70,Blue,Blond,14,21,21 - 30 hours,None,Yes,Yes,20,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Away from the shower,Senior,21,132,72,63,Blue,Blond,15,20,None,11 - 20 hours,Yes,Yes,30,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,132,68,66,Hazel/Green,No Preference,16,4,None,11 - 20 hours,Yes,Yes,10,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Away from the shower,Away from the shower,Away from the shower,Junior,20,132,69,68,No preference,Red,16,3,None,None,No,Yes,5,3,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,132,64,69,Hazel/Green,Brown,15,10,11 - 20 hours,None,Yes,Yes,6,0,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Freshman,18,132,70,75,Hazel/Green,Brown,17,10,None,None,No,Yes,42,5,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Freshman,18,132,63,75,Blue,Blond,16,15,None,None,Yes,Yes,13,2,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,132,67,75,Brown,No Preference,15,8,None,None,Yes,Yes,15,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Other,Away from the shower,Sophomore,19,132,65,76,Brown,Brown,16,18,1 - 10 hours,None,Yes,Yes,18,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Away from the shower,Away from the shower,Toward the shower,Sophomore,21,133,72,67,Hazel/Green,Blond,19,1,None,None,No,No,3,5,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,134,64,71,Hazel/Green,Brown,19,24,None,1 - 10 hours,No,Yes,21,4,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,134,66,71,No preference,Brown,15,18,11 - 20 hours,1 - 10 hours,Yes,Yes,26,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Away from the shower,Away from the shower,Away from the shower,Junior,20,134,67,65,No preference,No Preference,16,15,None,1 - 10 hours,No,Yes,10,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Away from the shower,Toward the shower,Senior,32,134,73,66,No preference,Brown,14,25,1 - 10 hours,1 - 10 hours,Yes,Yes,29,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,134,73,66,Blue,Blond,17,10,1 - 10 hours,None,No,Yes,17,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,134,62,67,No preference,Brown,20,25,None,None,No,Yes,25,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Red,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,134,61,67,Brown,Brown,16,45,None,None,Yes,Yes,20,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,134,73,67,Hazel/Green,Brown,17,20,None,None,Yes,Yes,8,2,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,134,71,68,No preference,No Preference,16,4,None,None,No,Yes,12,4,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Senior,22,134,72,68,Blue,Blond,18,7,21 - 30 hours,11 - 20 hours,No,Yes,24,4,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Away from the shower,Away from the shower,Toward the shower,Sophomore,19,134,,68,No preference,No Preference,14,6,None,None,No,Yes,9,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,134,67,69,Blue,Blond,16,4,11 - 20 hours,None,Yes,Yes,27,5,On-campus housing
I own a cell phone that is not a smartphone.,Other,No,Female,Blond,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,134,61,72,Brown,Brown,15,14,None,None,No,Yes,34,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,134,64,72,Hazel/Green,Black,15,4,None,None,Yes,Yes,11,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,22,134,66,72,Brown,Brown,16,10,21 - 30 hours,None,Yes,Yes,15,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,20,134,67,72,Blue,Black,15,7,None,None,No,Yes,16,3,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,134,68,72,Blue,Brown,16,10,1 - 10 hours,None,No,Yes,9,0,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,134,77,72,Blue,Brown,14,6,None,None,Yes,Yes,20,2,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Black,Long,Away from the shower,Away from the shower,Away from the shower,Junior,21,134,65,73,Brown,Brown,17,20,More than 30 hours,11 - 20 hours,Yes,Yes,15,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Freshman,18,134,66,73,No preference,Brown,14,20,None,None,Yes,Yes,19,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Senior,22,134,67,73,Blue,No Preference,19,12,11 - 20 hours,None,Yes,Yes,17,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,134,70,74,Hazel/Green,Brown,16,20,None,1 - 10 hours,Yes,Yes,20,0,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,134,69,74,Blue,Blond,16,7,11 - 20 hours,1 - 10 hours,Yes,Yes,4,4,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,26,134,70,76,Hazel/Green,Brown,13,8,More than 30 hours,None,Yes,Yes,12,2,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Away from the shower,Sophomore,19,135,73,71,Blue,No Preference,18,2,None,11 - 20 hours,Yes,Yes,21,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,Yes,Male,Blond,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,20,135,74,71,No preference,Red,16,15,None,None,Yes,Yes,15,3,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,135,62,65,Blue,Brown,14,35,11 - 20 hours,None,Yes,Yes,11,1,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,22,135,66,67,Blue,No Preference,13,4,11 - 20 hours,None,Yes,Yes,6,1,Living at home with family
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Away from the shower,Toward the shower,Other,21,135,72,68,Brown,Black,13,7,11 - 20 hours,None,No,Yes,6,0,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,20,135,68,72,No preference,No Preference,15,14,None,None,No,Yes,16,5,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Medium,Away from the shower,Away from the shower,Away from the shower,Freshman,18,135,68,72,Blue,Red,16,15,None,None,Yes,Yes,35,6,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,135,69,73,Blue,Brown,20,12,11 - 20 hours,1 - 10 hours,No,Yes,46,12,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Short,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,135,66,74,Blue,No Preference,17,20,None,None,No,Yes,16,5,On-campus housing
I own a cell phone that is not a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Freshman,18,136,70,70,No preference,No Preference,17,18,None,None,No,Yes,33,2,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,136,72,70,Brown,Brown,14,10,1 - 10 hours,11 - 20 hours,No,Yes,10,0,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,22,136,69,62,Brown,Brown,15,20,None,None,Yes,Yes,25,3,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Away from the shower,Toward the shower,Toward the shower,Junior,20,136,75,64,Hazel/Green,Blond,16,6,1 - 10 hours,None,Yes,Yes,29,1,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Junior,20,136,70,65,Blue,Blond,18,30,None,None,Yes,Yes,22,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,21,136,62,72,No preference,Brown,12,20,11 - 20 hours,1 - 10 hours,Yes,Yes,15,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Toward the shower,Toward the shower,Away from the shower,Senior,21,136,65,75,Hazel/Green,Brown,17,6,None,1 - 10 hours,No,No,7,13,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,136,67,77,Blue,Blond,15,8,11 - 20 hours,None,No,Yes,20,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Red,Short,Toward the shower,Away from the shower,Toward the shower,Senior,22,137,69,67,Blue,Blond,13,47,None,None,Yes,Yes,12,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Red,Medium,Away from the shower,Away from the shower,Away from the shower,Senior,21,137,66,69,Blue,Blond,13,15,None,None,Yes,Yes,24,13,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,137,65,74,Blue,Blond,17,7,11 - 20 hours,None,Yes,Yes,12,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,137,66,76,Brown,Brown,16,9,None,1 - 10 hours,No,Yes,28,5,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,144,72,70,Hazel/Green,Brown,16,16,None,None,Yes,Yes,23,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,,Brown,Medium,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,144,64,65,No preference,No Preference,15,10,None,1 - 10 hours,Yes,Yes,10,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Black,Short,Toward the shower,Away from the shower,Toward the shower,Senior,21,144,67,65,Blue,Blond,18,10,None,11 - 20 hours,Yes,Yes,30,5,Off-campus housing
I own a cell phone that is a smartphone.,Blue,Yes,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Senior,23,144,71,67,No preference,Brown,14,24,More than 30 hours,None,Yes,Yes,32,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Away from the shower,Away from the shower,Away from the shower,Senior,24,144,71,68,No preference,Blond,7,10,More than 30 hours,None,Yes,Yes,43,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Away from the shower,Toward the shower,Junior,21,144,72,69,Brown,Brown,12,15,None,None,Yes,Yes,9,1,Off-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Freshman,19,144,74,69,Blue,Blond,14,20,None,None,No,No,48,3,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Toward the shower,Toward the shower,Toward the shower,Junior,21,144,67,73,No preference,No Preference,17,10,None,None,Yes,Yes,23,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,29,145,70,68,Hazel/Green,Brown,14,4,11 - 20 hours,None,Yes,Yes,11,5,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Junior,24,145,60,72,Blue,Brown,14,6,21 - 30 hours,None,Yes,Yes,8,0,Living at home with family
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Short,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,145,68,74,Blue,Brown,16,21,None,None,No,Yes,15,2,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,154,63,70,Blue,Brown,16,4,None,1 - 10 hours,No,Yes,9,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,154,67,64,Blue,Black,17,8,None,11 - 20 hours,No,Yes,20,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,Yes,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,154,66,72,Hazel/Green,No Preference,15,7,1 - 10 hours,1 - 10 hours,Yes,Yes,10,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Away from the shower,Away from the shower,Senior,22,154,67,72,Blue,Blond,18,15,11 - 20 hours,None,Yes,Yes,25,7,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,154,79,74,Brown,Blond,14,25,None,11 - 20 hours,Yes,Yes,16,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,155,68,73,No preference,No Preference,15,30,None,None,No,Yes,15,4,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Red,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,156,70,67,Blue,Blond,16,18,1 - 10 hours,None,Yes,Yes,15,4,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,20,156,73,67,Brown,Brown,15,8,None,None,Yes,Yes,20,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,156,68,72,No preference,No Preference,15,10,None,None,Yes,Yes,16,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,156,70,75,Hazel/Green,Brown,17,10,None,1 - 10 hours,Yes,Yes,36,4,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,157,76,70,No preference,No Preference,16,5,None,None,Yes,Yes,30,3,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,157,67,73,Blue,Blond,17,15,1 - 10 hours,None,Yes,Yes,14,0,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,146,64,74,Blue,Brown,17,10,None,None,No,Yes,7,0,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Blond,Long,Toward the shower,Away from the shower,Away from the shower,Junior,20,146,67,76,Brown,Black,15,15,21 - 30 hours,None,No,Yes,30,8,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Away from the shower,Freshman,18,147,76,61,Blue,Blond,15,20,None,1 - 10 hours,No,Yes,20,4,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,147,70,62,Blue,Brown,16,6,11 - 20 hours,None,Yes,Yes,11,2,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Toward the shower,Away from the shower,Away from the shower,Sophomore,19,147,67,74,No preference,No Preference,16,25,None,None,No,Yes,29,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,147,62,75,No preference,No Preference,15,20,None,1 - 10 hours,Yes,Yes,11,1,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,148,74,64,No preference,No Preference,17,6,None,1 - 10 hours,Yes,Yes,8,1,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Blond,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,149,71,78,No preference,No Preference,15,5,1 - 10 hours,None,Yes,Yes,10,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Junior,20,150,64,70,No preference,Brown,16.5,10,11 - 20 hours,11 - 20 hours,No,Yes,12,1,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,150,76,71,Blue,Blond,16,10,More than 30 hours,None,Yes,Yes,48,3,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Junior,20,150,63,73,No preference,Black,18,20,1 - 10 hours,None,Yes,Yes,18,5,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,151,69,65,Blue,Blond,15.5,6,None,None,No,Yes,8,0,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Toward the shower,Away from the shower,Away from the shower,Freshman,18,151,66,73,Other,No Preference,17,18,None,None,Yes,Yes,6,0,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Red,Long,Away from the shower,Toward the shower,Away from the shower,Junior,20,151,70,74,No preference,No Preference,16,6,21 - 30 hours,1 - 10 hours,No,Yes,22,3,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,151,64,76,No preference,No Preference,19,5,21 - 30 hours,1 - 10 hours,No,Yes,11,3,On-campus housing
I own a cell phone that is a smartphone.,Blue,No,Male,Blond,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,152,75,60,No preference,Blond,16,20,11 - 20 hours,None,No,Yes,19,3,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,152,64,70,No preference,No Preference,16,20,None,None,No,Yes,26,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Sophomore,19,152,62,71,No preference,No Preference,16,20,None,None,No,Yes,11,3,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,152,67,72,Brown,Brown,15,15,None,None,No,Yes,7,1,Fraternity/Sorority housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Long,Away from the shower,Away from the shower,Away from the shower,Senior,24,153,72,66,No preference,Red,17,10,1 - 10 hours,None,Yes,Yes,46,4,Living at home with family
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Medium,Away from the shower,Away from the shower,Away from the shower,Junior,19,153,60,69,No preference,No Preference,17,40,More than 30 hours,None,Yes,Yes,16,2,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Black,Long,Toward the shower,Away from the shower,Away from the shower,Sophomore,19,,60,67,No preference,Brown,16,21,None,None,No,No,6,2,On-campus housing
I own a cell phone that is not a smartphone.,Blue,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,,75,,No preference,No Preference,16,20,None,None,Yes,Yes,7,0,On-campus housing
I own a cell phone that is a smartphone.,Other,No,Male,Black,Medium,Toward the shower,Away from the shower,Toward the shower,Sophomore,22,,71,58,Brown,Brown,13,14,1 - 10 hours,11 - 20 hours,No,No,3,2,Off-campus housing
I own a cell phone that is not a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Freshman,21,,57,60,No preference,No Preference,8,15,None,None,Yes,Yes,5,2,Living at home with family
I own a cell phone that is a smartphone.,Blue,No,Male,Black,Short,Away from the shower,Away from the shower,Away from the shower,Senior,21,,71,64,No preference,No Preference,13,3,11 - 20 hours,11 - 20 hours,Yes,Yes,7,0,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Junior,20,,70,66,Brown,Brown,13,20,11 - 20 hours,1 - 10 hours,Yes,Yes,40,4,Living at home with family
I own a cell phone that is a smartphone.,Brown,Yes,Male,Brown,Medium,Toward the shower,Away from the shower,Toward the shower,Sophomore,19,,71,68,Brown,Brown,16,6,None,None,No,No,25,16,On-campus housing
I own a cell phone that is a smartphone.,Other,No,Female,Black,Medium,Toward the shower,Away from the shower,Other,Senior,22,,66,68,Blue,Blond,14,30,11 - 20 hours,None,No,No,8,5,Off-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Sophomore,19,,71,69,No preference,No Preference,14,5,None,None,Yes,Yes,9,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,19,,63,72,No preference,No Preference,14,10,1 - 10 hours,None,Yes,Yes,11,1,On-campus housing
I own a cell phone that is a smartphone.,Brown,No,Other,Brown,Short,Away from the shower,Away from the shower,Toward the shower,Senior,22,,68,72,Blue,Blond,16,10,None,11 - 20 hours,No,No,25,8,Off-campus housing
I own a cell phone that is a smartphone.,Blue,No,Female,Brown,Long,Away from the shower,Toward the shower,Away from the shower,Sophomore,20,,69,72,Blue,Blond,15,7,None,None,Yes,Yes,13,1,On-campus housing
I own a cell phone that is a smartphone.,Hazel/Green,No,Male,Brown,Short,Toward the shower,Toward the shower,Toward the shower,Senior,,,,,No preference,No Preference,15,16,1 - 10 hours,None,Yes,Yes,27,6,Off-campus housing
I own a cell phone that is a smartphone.,Brown,No,Female,Black,Medium,Toward the shower,Away from the shower,Away from the shower,Sophomore,20,,,,Blue,Brown,17,12,11 - 20 hours,None,No,No,6,3,On-campus housing
